Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,3,5,2,3,3,3,0
15,8,3,6,2,4,4,4,0
20,16,7,10,3,8,8,6,2
25,19,9,11,4,10,10,7,3
30,24,13,13,5,11,11,8,3
35,28,13,15,5,14,14,9,5
40,31,15,16,7,16,16,9,7
45,32,16,17,8,16,16,9,7
50,37,18,19,9,19,19,10,9
55,39,18,21,9,20,20,11,9
60,47,22,23,11,24,24,12,12
65,50,24,26,12,25,25,13,12
70,55,29,29,16,26,26,13,13
75,59,29,30,16,29,29,14,15
80,62,32,31,16,30,30,15,15
85,63,33,31,16,30,30,15,15
90,68,35,32,17,33,33,15,18
95,70,35,34,17,34,34,16,18
100,78,39,36,19,36,36,16,20
105,81,43,37,20,37,37,16,21
110,86,48,39,23,38,38,16,22
115,90,48,41,23,41,41,18,23
120,93,51,43,25,42,42,18,24
125,94,52,44,26,42,42,18,24
130,99,54,45,26,43,43,18,25
135,101,55,46,26,44,44,18,26
140,109,60,50,30,46,46,19,27
145,112,64,53,32,47,47,20,27
150,117,69,56,35,48,48,21,27
155,121,69,58,35,50,50,21,29
160,124,73,60,38,51,51,22,29
165,125,74,60,38,51,51,22,29
170,130,76,63,40,52,52,22,30
175,132,77,64,41,53,53,22,31
180,140,82,68,44,55,55,23,32
185,143,86,70,45,56,56,24,32
190,148,91,72,48,57,57,24,33
195,152,91,74,48,59,59,25,34
200,155,95,76,50,59,59,25,34
205,156,97,77,52,59,59,25,34
210,161,99,80,54,60,60,25,35
215,163,100,80,54,61,61,25,36
220,171,105,85,57,63,63,26,37
225,174,109,87,59,64,64,27,37
230,179,114,91,63,65,65,28,37
235,183,114,93,63,67,67,28,39
240,186,118,94,66,67,67,28,39
245,187,120,94,66,67,67,28,39
250,192,122,96,66,68,68,29,39
255,194,123,96,66,69,69,29,40
260,202,128,101,68,71,71,31,40
265,205,132,103,71,72,72,31,41
